ISO3,Year,Month,Total,Domestic,International,Total_OS
DNK,2014,9,2678.53,185.806,2492.724,2797.766
DNK,2014,10,2651.309,184.44,2466.869,2765.798
DNK,2014,11,2036.477,162.929,1873.548,2140.591
DNK,2014,12,1889.708,139.292,1750.416,1974.942
DNK,2015,1,1854.13,136.14,1717.99,1941.27
DNK,2015,2,1872.931,136.593,1736.338,1963.733
DNK,2015,3,2282.557,166.029,2116.528,2387.668
DNK,2015,4,2402.197,155.924,2246.273,2495.05
DNK,2015,5,2631.635,167.432,2464.203,2734.461
DNK,2015,6,2895.624,183.567,2712.057,3010.731
DNK,2015,7,3195.14,142.811,3052.329,3279.945
DNK,2015,8,2927.393,164.147,2763.246,3053.108
DNK,2015,9,2845.032,179.195,2665.837,2959.866
DNK,2015,10,2822.697,175.564,2647.133,2933.092
DNK,2015,11,2261.523,173.373,2088.15,2377.734
DNK,2015,12,2104.646,149.677,1954.969,2204.237
DNK,2016,1,2064.353,140.049,1924.304,2175.472
DNK,2016,2,2159.939,144.038,2015.901,2261.598
DNK,2016,3,2538.415,167.689,2370.726,2647.803
DNK,2016,4,2569.129,165.831,2403.298,2673.996
DNK,2016,5,2904.048,184.224,2719.824,3016.469
DNK,2016,6,3140.864,190.979,2949.885,3252.297
DNK,2016,7,3480.953,148.425,3332.528,3562.067
DNK,2016,8,3131.773,170.808,2960.965,3231.157
DNK,2016,9,3053.033,187.858,2865.175,3172.38
DNK,2016,10,3042.096,181.005,2861.091,3153.808
DNK,2016,11,2398.47,178.327,2220.143,2512.12
DNK,2016,12,2280.069,152.384,2127.685,2380.274
DNK,2017,1,2208.716,148.664,2060.052,2311.558
DNK,2017,2,2208.467,136.706,2071.761,2302.264
DNK,2017,3,2548.433,170.886,2377.547,2659.288
DNK,2017,4,2736.104,155.343,2580.761,2823.505
DNK,2017,5,2954.722,179.266,2775.456,3058.472
DNK,2017,6,3192.279,182.148,3010.131,3291.878
DNK,2017,7,3531.785,140.308,3391.477,3598.703
DNK,2017,8,3191.707,167.762,3023.945,3278.087
DNK,2017,9,3092.281,179.806,2912.475,3205.563
DNK,2017,10,3030.083,178.378,2851.705,3137.369
DNK,2017,11,2357.263,169.516,2187.747,2471.817
DNK,2017,12,2209.374,141.959,2067.415,2308.575
DNK,2018,1,2183.832,141.801,2042.031,
DNK,2018,2,2218.27,134.526,2083.744,
DNK,2018,3,2691.52,161.693,2529.827,
DNK,2018,4,2841.987,167.425,2674.562,
DNK,2018,5,3156.768,182.8,2973.968,
DNK,2018,6,3387.213,185.008,3202.205,
DNK,2018,7,3686.607,150.524,3536.083,
DNK,2018,8,3371.061,174.892,3196.169,
DNK,2018,9,3239.388,180.674,3058.714,
DNK,2018,10,3147.214,177.718,2969.496,
DNK,2018,11,2478.048,163.247,2314.801,
DNK,2018,12,2299.231,126.296,2172.935,
DOM,2010,1,,,,1019.011
DOM,2010,2,,,,894.618
DOM,2010,3,,,,957.871
DOM,2010,4,,,,823.841
DOM,2010,5,,,,690.12
DOM,2010,6,,,,817.414
DOM,2010,7,,,,926.918
DOM,2010,8,,,,866.151
DOM,2010,9,,,,582.89
DOM,2010,10,,,,585.1
DOM,2010,11,,,,293.651
DOM,2010,12,,,,354.532
DOM,2011,1,,,,990.851
DOM,2011,2,,,,882.956
DOM,2011,3,,,,1002.302
DOM,2011,4,,,,880.301
DOM,2011,5,,,,706.525
DOM,2011,6,,,,323.815
DOM,2011,7,,,,390.872
DOM,2011,8,,,,353.851
DOM,2011,9,,,,279.267
DOM,2011,10,,,,277.48
DOM,2011,11,,,,288.897
DOM,2011,12,,,,352.616
DOM,2012,1,,,,889.029
DOM,2012,2,,,,823.224
DOM,2012,3,,,,918.742
DOM,2012,4,,,,827.69
DOM,2012,5,,,,649.197
DOM,2012,6,,,,326.639
DOM,2012,7,,,,381.064
DOM,2012,8,,,,357.054
DOM,2012,9,,,,284.38
DOM,2012,10,,,,263.76
DOM,2012,11,,,,288.989
DOM,2012,12,,,,342.539
DOM,2013,1,,,,395.025
DOM,2013,2,,,,339.309
DOM,2013,3,,,,404.898
DOM,2013,4,,,,338.828
DOM,2013,5,,,,302.079
DOM,2013,6,,,,322.18
DOM,2013,7,,,,374.046
DOM,2013,8,,,,358.989
DOM,2013,9,,,,270.127
DOM,2013,10,,,,274.346
DOM,2013,11,,,,290.815
DOM,2013,12,,,,368.2
DOM,2014,1,,,,544.822
DOM,2014,2,,,,517.423
DOM,2014,3,,,,587.572
DOM,2014,4,,,,526.365
DOM,2014,5,,,,449.257
DOM,2014,6,,,,504.197
DOM,2014,7,,,,591.198
DOM,2014,8,,,,511.731
DOM,2014,9,,,,343.801
DOM,2014,10,,,,382.632
DOM,2014,11,,,,433.598
DOM,2014,12,,,,579.613
DOM,2015,1,,,,534.875
DOM,2015,2,,,,505.249
DOM,2015,3,,,,571.22
DOM,2015,4,,,,501.422
DOM,2015,5,,,,457.841
DOM,2015,6,,,,520.775
DOM,2015,7,,,,622.956
DOM,2015,8,,,,527.233
DOM,2015,9,,,,372.438
DOM,2015,10,,,,416.305
DOM,2015,11,,,,470.234
DOM,2015,12,,,,632.663
DOM,2016,1,,,,583.769
DOM,2016,2,,,,550.211
DOM,2016,3,,,,608.391
DOM,2016,4,,,,521.69
DOM,2016,5,,,,482.992
DOM,2016,6,,,,558.958
DOM,2016,7,,,,678.517
DOM,2016,8,,,,569.373
ECU,2010,1,,,,297.892
ECU,2010,2,,,,286.923
ECU,2010,3,,,,321.268
ECU,2010,4,,,,298.921
ECU,2010,5,,,,291.511
ECU,2010,6,,,,298.586
ECU,2010,7,,,,342.91
ECU,2010,8,,,,360.044
ECU,2010,9,,,,311.53
ECU,2010,10,,,,330.657
ECU,2010,11,,,,318.558
ECU,2010,12,,,,325.424
ECU,2011,1,,,,327.546
ECU,2011,2,,,,304.356
ECU,2011,3,,,,341.793
ECU,2011,4,,,,317.68
ECU,2011,5,,,,337.344
ECU,2011,6,,,,330.403
ECU,2011,7,,,,385.306
ECU,2011,8,,,,391.086
ECU,2011,9,,,,358.38
ECU,2011,10,,,,360.422
ECU,2011,11,,,,354.981
ECU,2011,12,,,,350.127
ECU,2012,1,,,,342.519
ECU,2012,2,,,,316.017
ECU,2012,3,,,,343.105
ECU,2012,4,,,,298.874
ECU,2012,5,,,,298.373
ECU,2012,6,,,,298.738
ECU,2012,7,,,,324.471
ECU,2012,8,,,,340.387
ECU,2012,9,,,,309.288
EGY,2014,1,,,,2245.813
EGY,2014,2,,,,1982.046
EGY,2014,3,,,,2403.556
EGY,2014,4,,,,2569.916
EGY,2014,5,,,,2588.944
EGY,2014,6,,,,2843.62
EGY,2014,7,,,,2763.069
EGY,2014,8,,,,3346.284
EGY,2014,9,,,,2841.576
EGY,2014,10,,,,2900.338
EGY,2014,11,,,,2536.764
EGY,2014,12,,,,2362.845
EGY,2015,1,,,,2706.241
EGY,2015,2,,,,2387.969
EGY,2015,3,,,,2671.19
EGY,2015,4,,,,2875.157
EGY,2015,5,,,,2840.806
EGY,2015,6,,,,2897.851
EGY,2015,7,,,,3091.639
EGY,2015,8,,,,3269.702
EGY,2015,9,,,,2822.137
EGY,2015,10,,,,2806.922
EGY,2015,11,,,,1962.353
EGY,2015,12,,,,1944.542
EGY,2016,1,,,,2085.644
EGY,2016,2,,,,1836.87
EGY,2016,3,,,,1949.248
EGY,2016,4,,,,1851.966
EGY,2016,5,,,,1961.581
EGY,2016,6,,,,1866.945
EGY,2016,7,,,,2114.745
EGY,2016,8,,,,2223.858
EGY,2016,9,,,,2324.869
EGY,2016,10,,,,1832.18
EGY,2016,11,,,,1590.459
EGY,2017,2,,,,1723.265
EGY,2017,3,,,,1810.091
ESP,2010,1,8856.126,2489.258,6366.868,11397.341
ESP,2010,2,9029.981,2681.978,6348.003,11766.428
ESP,2010,3,11320.004,3211.03,8108.974,14587.075
ESP,2010,4,11208.04,3147.591,8060.449,14380.475
ESP,2010,5,13526.313,3190.197,10336.116,16767.653
ESP,2010,6,14735.901,3381.575,11354.326,18181.311
ESP,2010,7,17291.187,3818.087,13473.1,21171.445
ESP,2010,8,17854.488,3866.937,13987.551,21787.668
ESP,2010,9,15381.718,3418.491,11963.227,18859.77
ESP,2010,10,14441.446,3337.727,11103.719,17830.877
ESP,2010,11,10341.695,2962.252,7379.443,13361.334
ESP,2010,12,9400.115,2722.083,6678.032,12195.96
ESP,2011,1,9473.803,2543.718,6930.085,12091.66
ESP,2011,2,9579.589,2657.323,6922.266,12297.602
ESP,2011,3,11961.986,3217.156,8744.83,15257.411
ESP,2011,4,13999.066,3269.847,10729.219,17337.828
ESP,2011,5,14564.261,3211.582,11352.679,17850.407
ESP,2011,6,15977.882,3368.836,12609.046,19421.45
ESP,2011,7,18690.572,3830.333,14860.239,22596.748
ESP,2011,8,18880.593,3851.994,15028.599,22802.996
ESP,2011,9,16745.596,3472.218,13273.378,20283.312
ESP,2011,10,15062.648,3121.085,11941.563,18241.064
ESP,2011,11,10276.522,2746.016,7530.506,13086.883
ESP,2011,12,9940.712,2676.416,7264.296,12694.96
ESP,2012,1,9306.924,2355.761,6951.163,11748.51
ESP,2012,2,9207.701,2328.464,6879.237,11622.052
ESP,2012,3,11382.871,2733.854,8649.017,14189.949
ESP,2012,4,13210.008,2806.439,10403.569,16086.538
ESP,2012,5,14220.143,2886.037,11334.106,17174.537
ESP,2012,6,16003.971,3083.997,12919.974,19172.033
ESP,2012,7,18459.434,3496.835,14962.599,22034.048
ESP,2012,8,18585.614,3461.256,15124.358,22119.694
ESP,2012,9,16475.542,3029.41,13446.132,19594.92
ESP,2012,10,14226.372,2674.409,11551.963,16978.924
ESP,2012,11,9566.851,2166.89,7399.961,11821.713
ESP,2012,12,9125.83,2189.705,6936.125,11389.976
ESP,2013,1,8590.956,2004.525,6586.431,10681.057
ESP,2013,2,8444.049,1918.746,6525.303,10446.373
ESP,2013,3,11025.94,2284.086,8741.854,13401.839
ESP,2013,4,12416.632,2359.742,10056.89,14854.904
ESP,2013,5,14353.5,2451.144,11902.356,16872.251
ESP,2013,6,15887.131,2591.524,13295.607,18545.882
ESP,2013,7,18047.426,2921.824,15125.602,21033.179
ESP,2013,8,18561.941,2906.855,15655.086,21527.56
ESP,2013,9,16374.282,2590.475,13783.807,19031.074
ESP,2013,10,14422.718,2385.671,12037.047,16866.941
ESP,2013,11,10040.406,2098.072,7942.334,12207.887
ESP,2013,12,9566.992,2086.818,7480.174,11729.165
ESP,2014,1,9007.027,1860.901,7146.126,10947.402
ESP,2014,2,8844.369,1840.095,7004.274,10768.076
ESP,2014,3,11106.476,2239.576,8866.9,13432.431
ESP,2014,4,13704.291,2461.747,11242.544,16237.631
ESP,2014,5,15007.861,2446.254,12561.607,17526.599
ESP,2014,6,16622.395,2699.025,13923.37,19429.754
ESP,2014,7,18749.28,3032.034,15717.246,21885.834
ESP,2014,8,19714.262,3076.628,16637.634,22894.324
ESP,2014,9,17167.348,2739.484,14427.864,20012.891
ESP,2014,10,15099.949,2520.978,12578.971,17717.803
ESP,2014,11,10351.465,2138.142,8213.323,12598.328
ESP,2014,12,9979.659,2151.681,7827.978,12238.524
ESP,2015,1,9496.882,1899.789,7597.093,11527.013
ESP,2015,2,9372.113,1943.47,7428.643,11438.826
ESP,2015,3,11835.533,2380.358,9455.175,14361.008
ESP,2015,4,14086.347,2578.972,11507.375,16790.044
ESP,2015,5,15967.412,2606.022,13361.39,18696.402
ESP,2015,6,17215.856,2797.837,14418.019,20147.47
ESP,2015,7,19737.822,3210.397,16527.425,23086.663
ESP,2015,8,20551.587,3277.945,17273.642,23980.501
ESP,2015,9,17960.01,2905.676,15054.334,21010.238
ESP,2015,10,16311.112,2664.344,13646.768,19108.43
ESP,2015,11,11297.437,2288.6,9008.837,13755.02
ESP,2015,12,10820.392,2327.703,8492.689,13338.895
ESP,2016,1,10576.079,2150.34,8425.739,12951.418
ESP,2016,2,10841.422,2247.438,8593.984,13304.464
ESP,2016,3,13524.242,2704.371,10819.871,16449.82
ESP,2016,4,15092.08,2675.525,12416.555,17977.914
ESP,2016,5,17691.974,2904.386,14787.588,20805.846
ESP,2016,6,19024.463,3065.396,15959.067,22306.725
ESP,2016,7,22032.687,3364.89,18667.797,25654.521
ESP,2016,8,22166.098,3379.255,18786.843,25796.656
ESP,2016,9,19829.99,3115.591,16714.399,23171.969
ESP,2016,10,18353.58,2841.561,15512.019,21433.987
ESP,2016,11,12408.391,2529.236,9879.155,15157.768
ESP,2016,12,12331.031,2456.649,9874.382,15017.286
ESP,2017,1,11721.882,2277.647,9444.235,14241.232
ESP,2017,2,11510.948,2254.331,9256.617,13982.683
ESP,2017,3,14162.252,2801.433,11360.819,17195.059
ESP,2017,4,17738.888,3025.838,14713.05,20993.244
ESP,2017,5,19041.33,3076.963,15964.367,22354.937
ESP,2017,6,20926.797,3311.844,17614.953,24479.468
ESP,2017,7,23635.177,3625.598,20009.579,27535.765
ESP,2017,8,23573.035,3557.776,20015.259,27388.616
ESP,2017,9,21439.063,3352.993,18086.07,25048.887
ESP,2017,10,19379.552,3174.219,16205.333,22809.968
ESP,2017,11,13457.715,2857.566,10600.149,16544.907
ESP,2017,12,13237.45,2850.248,10387.202,16333.404
ESP,2018,1,12604.441,2651.518,9952.923,
ESP,2018,2,12425.769,2625.813,9799.956,
ESP,2018,3,15651.657,3190.742,12460.915,
ESP,2018,4,18081.12,3313.832,14767.288,
ESP,2018,5,20102.304,3468.104,16634.2,
ESP,2018,6,21901.051,3596.831,18304.22,
ESP,2018,7,24212.494,3937.602,20274.892,
ESP,2018,8,24145.09,3892.869,20252.221,
ESP,2018,9,22288.388,3683.941,18604.447,
ESP,2018,10,20534.431,3522.298,17012.133,
ESP,2018,11,14384.398,3092.578,11291.82,
ESP,2018,12,14280.286,3081.061,11199.225,
EST,2010,1,88.328,1.834,86.494,88.528
EST,2010,2,83.729,1.34,82.389,83.903
EST,2010,3,109.021,1.591,107.43,109.283
EST,2010,4,87.198,1.156,86.042,88.801
EST,2010,5,124.222,1.934,122.288,124.735
EST,2010,6,138.498,2.243,136.255,139.164
EST,2010,7,135.412,3.374,132.038,135.151
EST,2010,8,137.726,2.975,134.751,138.086
EST,2010,9,133.593,2.181,131.412,133.237
EST,2010,10,131.427,2.235,129.192,131.503
EST,2010,11,108.565,1.869,106.696,109.039
EST,2010,12,103.343,1.922,101.421,103.401
EST,2011,1,110.607,1.873,108.734,111.205
EST,2011,2,103.79,1.595,102.195,104.199
EST,2011,3,136.764,2.171,134.593,137.257
EST,2011,4,149.33,2.316,147.014,149.705
EST,2011,5,180.284,2.795,177.489,180.751
EST,2011,6,186.556,3.042,183.514,186.945
EST,2011,7,188.606,3.526,185.08,189.026
EST,2011,8,192.778,3.446,189.332,193.321
EST,2011,9,185.063,2.187,182.876,185.359
EST,2011,10,179.521,2.144,177.377,180.105
EST,2011,11,151.528,1.891,149.637,152.219
EST,2011,12,142.742,1.98,140.762,143.08
EST,2012,1,133.273,1.514,131.759,133.493
EST,2012,2,125.804,1.614,124.19,126.054
EST,2012,3,163.573,2.038,161.535,163.783
EST,2012,4,191.656,2.086,189.57,192.027
EST,2012,5,215.075,1.97,213.105,215.679
EST,2012,6,224.968,2.344,222.624,225.565
EST,2012,7,227.873,2.469,225.404,228.287
EST,2012,8,223.484,2.549,220.935,223.815
EST,2012,9,208.067,2.456,205.611,208.506
EST,2012,10,202.796,2.456,200.34,202.93
EST,2012,11,150.764,2.201,148.563,150.973
EST,2012,12,135.094,1.388,133.706,135.178
EST,2013,1,123.139,1.273,121.866,123.461
EST,2013,2,108.612,1.168,107.444,108.891
EST,2013,3,143.652,1.252,142.4,144.017
EST,2013,4,160.495,1.104,159.391,161.127
EST,2013,5,183.407,1.741,181.666,184.252
EST,2013,6,200.012,1.721,198.291,199.831
EST,2013,7,198.795,2.541,196.254,198.501
EST,2013,8,200.405,2.326,198.079,199.782
EST,2013,9,190.431,1.635,188.796,190.329
EST,2013,10,187.84,1.671,186.169,188.005
EST,2013,11,136.779,1.447,135.332,136.043
EST,2013,12,124.998,1.325,123.673,124.562
EST,2014,1,120.548,1.205,119.343,119.911
EST,2014,2,113.71,0.961,112.749,113.157
EST,2014,3,149.286,1.075,148.211,148.901
EST,2014,4,159.035,1.326,157.709,158.758
EST,2014,5,186.132,1.369,184.763,185.567
EST,2014,6,200.877,1.712,199.165,200.507
EST,2014,7,212.112,2.256,209.856,211.92
EST,2014,8,208.671,1.942,206.729,208.537
EST,2014,9,195.525,1.204,194.321,195.301
EST,2014,10,189.193,1.357,187.836,189.084
EST,2014,11,147.57,1.067,146.503,148.372
EST,2014,12,137.147,1.156,135.991,137.276
EST,2015,1,127.698,1.052,126.646,128.089
EST,2015,2,121.827,1.092,120.735,122.462
EST,2015,3,162.494,1.342,161.152,162.797
EST,2015,4,174.411,1.474,172.937,174.527
EST,2015,5,200.502,1.662,198.84,201.53
EST,2015,6,217.155,1.908,215.247,217.812
EST,2015,7,230.818,2.331,228.487,231.251
EST,2015,8,233.652,2.183,231.469,234.237
EST,2015,9,207.006,1.651,205.355,207.426
EST,2015,10,206.634,1.866,204.768,207.276
EST,2015,11,145.37,1.604,143.766,145.679
EST,2015,12,133.411,1.394,132.017,133.577
EST,2016,1,126.673,1.156,125.517,127.472
EST,2016,2,127.811,1.328,126.483,128.037
EST,2016,3,157.596,1.674,155.922,158.023
EST,2016,4,179.293,0.032,179.261,180.268
EST,2016,5,200.537,,200.537,201.061
EST,2016,6,224.055,0.762,223.293,224.76
EST,2016,7,227.231,2.296,224.935,227.867
EST,2016,8,227.497,2.386,225.111,228.175
EST,2016,9,214.518,1.776,212.742,214.649
EST,2016,10,210.284,2.276,208.008,210.735
EST,2016,11,159.672,1.901,157.771,159.969
EST,2016,12,159.822,1.774,158.048,159.663
EST,2017,1,154.185,1.455,152.73,154.783
EST,2017,2,149.119,1.438,147.681,149.564
EST,2017,3,184.307,1.64,182.667,184.431
EST,2017,4,202.889,1.773,201.116,203.958
EST,2017,5,232.518,2.166,230.352,234.008
EST,2017,6,258.805,2.322,256.483,259.775
EST,2017,7,270.526,2.933,267.593,272.688
EST,2017,8,272.676,2.856,269.82,274.075
EST,2017,9,264.776,2.023,262.753,266.751
EST,2017,10,255.403,2.074,253.329,257.027
EST,2017,11,201.932,1.891,200.041,202.701
EST,2017,12,188.009,1.953,186.056,188.6
EST,2018,1,174.049,1.72,172.329,
EST,2018,2,170.81,1.747,169.063,
EST,2018,3,209.683,2.546,207.137,
EST,2018,4,237.676,2.159,235.517,
EST,2018,5,273.84,2.549,271.291,
EST,2018,6,298.147,2.687,295.46,
EST,2018,7,310.856,3.264,307.592,
EST,2018,8,304.734,2.573,302.161,
EST,2018,9,283.175,2.188,280.987,
EST,2018,10,283.994,2.243,281.751,
EST,2018,11,226.791,2.142,224.649,
EST,2018,12,221.773,1.966,219.807,
FIN,2010,1,1052.616,190.01,862.606,1211.792
FIN,2010,2,1041.402,219.4,822.002,1214.599
FIN,2010,3,1267.8,271.326,996.474,1476.742
FIN,2010,4,860.07,147.681,712.389,978.632
FIN,2010,5,1222.318,184.809,1037.509,1365.093
FIN,2010,6,1346.123,175.967,1170.156,1480.505
FIN,2010,7,1303.233,116.757,1186.476,1393.846
FIN,2010,8,1275.217,156.87,1118.347,1403.362
FIN,2010,9,1286.259,205.073,1081.186,1449.94
FIN,2010,10,1342.615,195.739,1146.876,1493.72
FIN,2010,11,1137.52,217.334,920.186,1309.069
FIN,2010,12,1085.463,169.29,916.173,1205.836
FIN,2011,1,1161.332,202.757,958.575,1299.345
FIN,2011,2,1130.671,223.867,906.804,1291.05
FIN,2011,3,1351.546,278.591,1072.955,1553.1
FIN,2011,4,1367.587,259.895,1107.692,1555.925
FIN,2011,5,1443.21,241.435,1201.775,1612.285
FIN,2011,6,1550.563,221.515,1329.048,1714.458
FIN,2011,7,1514.558,160.434,1354.124,1634.687
FIN,2011,8,1435.078,194.47,1240.608,1581.654
FIN,2011,9,1431.985,244.318,1187.667,1604.939
FIN,2011,10,1468.349,232.668,1235.681,1631.614
FIN,2011,11,1197.71,243.281,954.429,1381.035
FIN,2011,12,1321.809,250.815,1070.994,1501.766
FIN,2012,1,1256.353,246.19,1010.163,1454.0
FIN,2012,2,1251.262,273.035,978.227,1475.046
FIN,2012,3,1437.276,325.863,1111.413,1705.972
FIN,2012,4,1388.408,251.304,1137.104,1589.277
FIN,2012,5,1415.611,223.568,1192.043,1593.544
FIN,2012,6,1516.745,205.947,1310.798,1688.096
FIN,2012,7,1454.574,147.028,1307.546,1583.892
FIN,2012,8,1415.81,189.868,1225.942,1570.224
FIN,2012,9,1415.054,220.5,1194.554,1595.014
FIN,2012,10,1433.37,209.495,1223.875,1597.035
FIN,2012,11,1197.779,220.998,976.781,1377.286
FIN,2012,12,1276.573,207.384,1069.189,1433.031
FIN,2013,1,1190.652,199.958,990.694,1351.938
FIN,2013,2,1181.445,224.683,956.762,1365.026
FIN,2013,3,1377.146,271.11,1106.036,1605.18
FIN,2013,4,1357.674,226.995,1130.679,1542.073
FIN,2013,5,1420.393,200.544,1219.849,1579.328
FIN,2013,6,1537.015,180.241,1356.774,1685.723
FIN,2013,7,1538.437,130.453,1407.984,1652.252
FIN,2013,8,1493.923,166.5,1327.423,1634.767
FIN,2013,9,1461.236,209.39,1251.846,1631.917
FIN,2013,10,1478.043,202.653,1275.39,1638.614
FIN,2013,11,1193.585,211.86,981.725,1373.305
FIN,2013,12,1335.842,215.12,1120.722,1505.654
FIN,2014,1,1252.591,210.783,1041.808,1428.043
FIN,2014,2,1226.866,232.089,994.777,1422.316
FIN,2014,3,1426.007,283.757,1142.25,1665.567
FIN,2014,4,1420.894,221.023,1199.871,1601.568
FIN,2014,5,1465.517,201.949,1263.568,1630.228
FIN,2014,6,1609.155,192.18,1416.975,1769.495
FIN,2014,7,1563.729,130.431,1433.298,1674.548
FIN,2014,8,1537.721,177.697,1360.024,1686.583
FIN,2014,9,1495.137,212.735,1282.402,1667.9
FIN,2014,10,1546.467,212.435,1334.032,1715.049
FIN,2014,11,1261.839,221.129,1040.71,1449.544
FIN,2014,12,1366.008,219.986,1146.022,1540.539
FIN,2015,1,1246.361,200.422,1045.939,1409.742
FIN,2015,2,1246.082,233.711,1012.371,1439.561
FIN,2015,3,1440.44,278.331,1162.109,1672.013
FIN,2015,4,1410.426,219.654,1190.772,1591.839
FIN,2015,5,1474.746,205.844,1268.902,1642.501
FIN,2015,6,1599.596,198.065,1401.531,1760.203
FIN,2015,7,1607.679,147.618,1460.061,1721.039
FIN,2015,8,1579.508,187.203,1392.305,1734.337
FIN,2015,9,1530.338,218.95,1311.388,1705.214
FIN,2015,10,1590.824,224.742,1366.082,1766.733
FIN,2015,11,1315.051,239.831,1075.22,1516.012
FIN,2015,12,1438.195,244.765,1193.43,1626.91
FIN,2016,1,1310.388,221.145,1089.243,1490.049
FIN,2016,2,1350.495,264.109,1086.386,1570.64
FIN,2016,3,1489.029,285.024,1204.005,1730.433
FIN,2016,4,1419.066,234.394,1184.672,1609.9
FIN,2016,5,1526.576,215.661,1310.915,1706.843
FIN,2016,6,1644.55,196.714,1447.836,1810.22
FIN,2016,7,1642.879,136.396,1506.483,1743.922
FIN,2016,8,1597.493,185.964,1411.529,1756.432
FIN,2016,9,1584.146,230.012,1354.134,1776.05
FIN,2016,10,1583.955,214.426,1369.529,1758.298
FIN,2016,11,1368.336,250.151,1118.185,1580.665
FIN,2016,12,1583.041,254.884,1328.157,1777.723
FIN,2017,1,1444.45,249.961,1194.489,1651.608
FIN,2017,2,1414.963,267.415,1147.548,1636.33
FIN,2017,3,1583.773,299.521,1284.252,1835.193
FIN,2017,4,1574.73,232.604,1342.126,1767.804
FIN,2017,5,1694.938,212.765,1482.173,1855.712
FIN,2017,6,1825.647,187.552,1638.095,1953.351
FIN,2017,7,1830.037,126.227,1703.81,1901.682
FIN,2017,8,1791.313,185.198,1606.115,1927.09
FIN,2017,9,1767.359,228.501,1538.858,1922.685
FIN,2017,10,1784.812,225.763,1559.049,1953.44
FIN,2017,11,1563.301,268.866,1294.435,1778.436
FIN,2017,12,1779.624,274.293,1505.331,1966.368
FIN,2018,1,1625.31,278.967,1346.343,
FIN,2018,2,1599.966,295.415,1304.551,
FIN,2018,3,1818.956,326.912,1492.044,
FIN,2018,4,1783.442,260.17,1523.272,
FIN,2018,5,1898.459,229.351,1669.108,
FIN,2018,6,2033.407,201.151,1832.256,
FIN,2018,7,2045.461,153.933,1891.528,
FIN,2018,8,1958.823,192.274,1766.549,
FIN,2018,9,1899.198,231.651,1667.547,
FIN,2018,10,1915.859,239.026,1676.833,
FIN,2018,11,1648.033,274.654,1373.379,
FIN,2018,12,1946.616,308.16,1638.456,
FRA,2010,1,8013.729,1858.247,6155.482,8933.803
FRA,2010,2,7617.465,1766.65,5850.815,8584.127
FRA,2010,3,9252.808,2157.837,7094.971,10476.041
FRA,2010,4,8650.577,1886.777,6763.8,9701.404
FRA,2010,5,10829.461,2297.133,8532.328,12242.146
FRA,2010,6,10957.697,2408.768,8548.929,12436.128
FRA,2010,7,12556.643,2562.835,9993.808,13829.141
FRA,2010,8,12287.209,2372.584,9914.625,13327.409
FRA,2010,9,10788.765,2225.727,8563.038,12159.483
FRA,2010,10,10530.337,2223.298,8307.039,11914.907
FRA,2010,11,8635.091,2090.407,6544.684,10014.801
FRA,2010,12,8577.425,2077.341,6500.084,9803.217
FRA,2011,1,8534.426,2029.09,6505.336,9666.252
FRA,2011,2,8033.804,1911.195,6122.609,9184.92
FRA,2011,3,9490.702,2200.529,7290.173,10880.341
FRA,2011,4,10846.023,2301.672,8544.351,12289.846
FRA,2011,5,11260.615,2402.182,8858.433,12890.589
FRA,2011,6,11527.957,2534.281,8993.676,13159.757
FRA,2011,7,13202.996,2653.42,10549.576,14628.869
FRA,2011,8,12483.7,2378.797,10104.903,13647.077
FRA,2011,9,11558.81,2382.91,9175.9,13084.309
FRA,2011,10,10897.892,2326.226,8571.666,12396.493
FRA,2011,11,8842.73,2130.594,6712.136,10275.857
FRA,2011,12,9333.602,2279.145,7054.457,10702.037
FRA,2012,1,8750.735,2091.218,6659.517,9926.86
FRA,2012,2,8335.525,1951.419,6384.106,9458.858
FRA,2012,3,9951.848,2277.619,7674.229,11342.064
FRA,2012,4,11277.694,2339.312,8938.382,12729.481
FRA,2012,5,11431.852,2364.142,9067.71,13011.989
FRA,2012,6,11922.585,2556.94,9365.645,13672.697
FRA,2012,7,13536.826,2757.863,10778.963,15163.082
FRA,2012,8,13192.853,2489.598,10703.255,14555.109
FRA,2012,9,11946.555,2396.813,9549.742,13540.834
FRA,2012,10,10927.954,2325.543,8602.411,12495.859
FRA,2012,11,9179.142,2196.759,6982.383,10710.218
FRA,2012,12,9310.893,2249.436,7061.457,10720.771
FRA,2013,1,8648.378,2029.49,6618.888,9727.721
FRA,2013,2,8273.792,1996.605,6277.187,9422.845
FRA,2013,3,10306.089,2305.712,8000.377,11614.362
FRA,2013,4,11183.932,2418.892,8765.04,12642.214
FRA,2013,5,12105.1,2498.755,9606.345,13564.006
FRA,2013,6,12210.129,2578.634,9631.495,13791.385
FRA,2013,7,13550.913,2809.231,10741.682,15019.54
FRA,2013,8,13836.436,2582.065,11254.371,14999.451
FRA,2013,9,12216.344,2455.672,9760.672,13701.866
FRA,2013,10,11513.218,2458.974,9054.244,13049.354
FRA,2013,11,9203.807,2176.129,7027.678,10641.99
FRA,2013,12,9714.737,2313.838,7400.899,11095.779
FRA,2014,1,9064.682,2052.571,7012.111,10187.663
FRA,2014,2,8617.924,1983.371,6634.553,9786.551
FRA,2014,3,10378.139,2288.84,8089.299,11741.285
FRA,2014,4,11763.853,2398.588,9365.265,13245.209
