ISO3,Year,Month,Total,Domestic,International,Total_OS
ITA,2014,4,10153.809,2377.044,7776.765,12523.517
ITA,2014,5,10903.623,2551.91,8351.713,13452.538
ITA,2014,6,11893.121,2867.044,9026.077,14738.968
ITA,2014,7,13192.302,3056.794,10135.508,16183.81
ITA,2014,8,13842.982,2918.278,10924.704,16749.033
ITA,2014,9,12263.28,2846.183,9417.097,15059.288
ITA,2014,10,10685.505,2512.489,8173.016,13166.554
ITA,2014,11,8030.292,2140.634,5889.658,10131.202
ITA,2014,12,8057.282,2153.338,5903.944,10181.718
ITA,2015,1,7597.063,1909.716,5687.347,9474.483
ITA,2015,2,7269.876,1856.398,5413.478,9093.851
ITA,2015,3,8920.973,2208.709,6712.264,11102.436
ITA,2015,4,10615.838,2484.78,8131.058,13053.566
ITA,2015,5,11528.761,2566.374,8962.387,14035.794
ITA,2015,6,12365.912,2831.091,9534.821,15102.229
ITA,2015,7,13848.766,3072.528,10776.238,16793.097
ITA,2015,8,14320.024,2910.093,11409.931,17092.448
ITA,2015,9,12903.907,2907.905,9996.002,15713.844
ITA,2015,10,11486.015,2600.12,8885.895,14038.233
ITA,2015,11,8468.135,2142.157,6325.978,10566.09
ITA,2015,12,8339.951,2166.776,6173.175,10447.373
ITA,2016,1,7987.426,1951.537,6035.889,9928.444
ITA,2016,2,8028.299,2005.843,6022.456,10027.058
ITA,2016,3,9523.753,2292.714,7231.039,11803.23
ITA,2016,4,10731.996,2402.926,8329.07,13114.84
ITA,2016,5,12064.223,2677.236,9386.987,14708.083
ITA,2016,6,12822.777,2903.489,9919.288,15644.112
ITA,2016,7,14709.974,3136.325,11573.649,17722.178
ITA,2016,8,14821.55,2982.513,11839.037,17683.634
ITA,2016,9,13485.628,2896.403,10589.225,16292.53
ITA,2016,10,11963.985,2559.04,9404.945,14483.779
ITA,2016,11,9049.063,2182.767,6866.296,11223.188
ITA,2016,12,9289.107,2281.135,7007.972,11567.316
ITA,2017,1,8758.824,2016.116,6742.708,10776.523
ITA,2017,2,8302.416,1903.669,6398.747,10205.417
ITA,2017,3,10061.923,2290.25,7771.673,12341.493
ITA,2017,4,12062.418,2461.021,9601.397,14477.007
ITA,2017,5,12846.063,2766.74,10079.323,15561.084
ITA,2017,6,13950.073,3026.533,10923.54,16863.499
ITA,2017,7,15881.795,3283.972,12597.823,18967.285
ITA,2017,8,15863.435,3082.416,12781.019,18746.244
ITA,2017,9,14585.368,3031.973,11553.395,17462.557
ITA,2017,10,12786.658,2700.567,10086.091,15754.131
ITA,2017,11,9554.246,2260.774,7293.472,11788.193
ITA,2017,12,9653.106,2296.582,7356.524,11915.338
ITA,2018,1,9328.838,2105.694,7223.144,
ITA,2018,2,8809.441,1976.303,6833.138,
ITA,2018,3,10748.537,2314.515,8434.022,
ITA,2018,4,12829.981,2584.445,10245.536,
ITA,2018,5,13681.588,2830.722,10850.866,
ITA,2018,6,14881.793,3082.364,11799.429,
ITA,2018,7,16502.851,3299.033,13203.818,
ITA,2018,8,16639.053,3136.519,13502.534,
ITA,2018,9,15406.592,3136.886,12269.706,
ITA,2018,10,13693.853,2836.139,10857.714,
ITA,2018,11,10434.69,2432.507,8002.183,
ITA,2018,12,10474.735,2447.377,8027.358,
JAM,2016,1,,,,370.345
JAM,2016,2,,,,343.155
JAM,2016,3,,,,397.459
JAM,2016,4,,,,353.573
JAM,2016,5,,,,304.101
JAM,2016,6,,,,323.843
JAM,2016,7,,,,382.175
JAM,2016,8,,,,329.907
JAM,2016,9,,,,225.536
JAM,2016,10,,,,241.065
JAM,2016,11,,,,304.9
JAM,2016,12,,,,376.214
JAM,2017,1,,,,390.723
JAM,2017,2,,,,351.41
JAM,2017,3,,,,395.382
JAM,2017,4,,,,380.393
JAM,2017,5,,,,324.741
JAM,2017,6,,,,352.47
JAM,2017,7,,,,421.506
JAM,2017,8,,,,376.478
JAM,2017,9,,,,248.989
JAM,2017,10,,,,274.209
JAM,2017,11,,,,344.929
JAM,2017,12,,,,423.328
JPN,2014,1,,,,6306.801
JPN,2014,2,,,,5979.662
JPN,2014,3,,,,7227.273
JPN,2014,4,,,,6215.064
JPN,2014,5,,,,6399.752
JPN,2014,6,,,,6221.08
JPN,2014,7,,,,6766.49
JPN,2014,8,,,,7734.886
JPN,2014,9,,,,6785.492
JPN,2014,10,,,,6735.026
JPN,2014,11,,,,6565.684
JPN,2014,12,,,,6423.369
JPN,2015,1,,,,6237.001
JPN,2015,2,,,,6322.994
JPN,2015,3,,,,7467.545
JPN,2015,4,,,,6820.726
JPN,2015,5,,,,7095.572
JPN,2015,6,,,,6789.149
JPN,2015,7,,,,7404.373
JPN,2015,8,,,,8323.231
JPN,2015,9,,,,7401.02
JPN,2015,10,,,,7456.541
JPN,2015,11,,,,6980.577
JPN,2015,12,,,,6977.545
JPN,2016,1,,,,7030.73
JPN,2016,2,,,,6991.909
JPN,2016,3,,,,7781.219
JPN,2016,4,,,,7224.02
JPN,2016,5,,,,7190.666
JPN,2016,6,,,,7148.138
JPN,2016,7,,,,7952.898
JPN,2016,8,,,,8632.57
JPN,2016,9,,,,7635.017
JPN,2016,10,,,,7747.256
JPN,2016,11,,,,7333.927
JPN,2016,12,,,,7382.432
JPN,2017,1,,,,7561.202
JPN,2017,2,,,,7232.642
JPN,2017,3,,,,8341.323
JPN,2017,4,,,,7672.689
JPN,2017,5,,,,7741.258
JPN,2017,6,,,,7540.994
JPN,2017,7,,,,8324.882
JPN,2017,8,,,,9152.747
JPN,2017,9,,,,8021.63
JPN,2017,10,,,,8153.767
JPN,2017,11,,,,8042.855
JPN,2017,12,,,,7944.87
KHM,2014,1,,,,602.683
KHM,2014,2,,,,575.253
KHM,2014,3,,,,511.346
KHM,2014,4,,,,423.073
KHM,2014,5,,,,371.656
KHM,2014,6,,,,341.332
KHM,2014,7,,,,417.094
KHM,2014,8,,,,462.824
KHM,2014,9,,,,382.773
KHM,2014,10,,,,448.815
KHM,2014,11,,,,538.849
KHM,2014,12,,,,608.865
KHM,2015,1,,,,666.974
KHM,2015,2,,,,626.319
KHM,2015,3,,,,583.234
KHM,2015,4,,,,488.726
KHM,2015,5,,,,440.931
KHM,2015,6,,,,404.201
KHM,2015,7,,,,484.905
KHM,2015,8,,,,527.95
KHM,2015,9,,,,429.219
KHM,2015,10,,,,494.523
KHM,2015,11,,,,591.871
KHM,2015,12,,,,636.728
KHM,2016,1,,,,696.131
KHM,2016,2,,,,684.93
KHM,2016,3,,,,619.113
KHM,2016,4,,,,509.691
KHM,2016,5,,,,459.088
KHM,2016,6,,,,443.854
KHM,2016,7,,,,537.537
KHM,2016,8,,,,571.048
KHM,2016,9,,,,493.865
KHM,2016,10,,,,562.389
KHM,2016,11,,,,682.052
KHM,2016,12,,,,764.042
KHM,2017,1,,,,833.092
KHM,2017,2,,,,779.587
KHM,2017,3,,,,747.177
KOR,2014,1,,,,8230.934
KOR,2014,2,,,,7819.702
KOR,2014,3,,,,8037.649
KOR,2014,4,,,,8919.063
KOR,2014,5,,,,8559.828
KOR,2014,6,,,,8815.809
KOR,2014,7,,,,9546.045
KOR,2014,8,,,,10466.835
KOR,2014,9,,,,9074.21
KOR,2014,10,,,,9958.899
KOR,2014,11,,,,8894.688
KOR,2014,12,,,,8627.794
KOR,2015,1,,,,9528.792
KOR,2015,2,,,,9120.053
KOR,2015,3,,,,9404.037
KOR,2015,4,,,,10401.118
KOR,2015,5,,,,10734.203
KOR,2015,6,,,,8034.695
KOR,2015,7,,,,9017.083
KOR,2015,8,,,,11029.81
KOR,2015,9,,,,9896.637
KOR,2015,10,,,,11198.01
KOR,2015,11,,,,10177.739
KOR,2015,12,,,,10028.718
KOR,2016,1,,,,10705.692
KOR,2016,2,,,,10506.878
KOR,2016,3,,,,10194.333
KOR,2016,4,,,,11147.32
KOR,2016,5,,,,11255.935
KOR,2016,6,,,,11476.67
KOR,2016,7,,,,12398.017
KOR,2016,8,,,,12863.985
KOR,2016,9,,,,11382.366
KOR,2016,10,,,,12120.884
KOR,2016,11,,,,10932.095
KOR,2016,12,,,,11154.082
KOR,2017,1,,,,12101.968
KOR,2017,2,,,,11219.43
KOR,2017,3,,,,11064.012
KOR,2017,4,,,,11679.304
KOR,2017,5,,,,11795.258
KOR,2017,6,,,,11814.121
KOR,2017,7,,,,12269.205
KOR,2017,8,,,,13020.441
KOR,2017,9,,,,11965.267
KOR,2017,10,,,,12412.224
KOR,2017,11,,,,11783.831
KOR,2017,12,,,,12026.094
KOS,2010,1,,,,96.732
KOS,2010,2,,,,76.734
KOS,2010,3,,,,87.045
KOS,2010,4,,,,83.548
KOS,2010,5,,,,102.349
KOS,2010,6,,,,111.614
KOS,2010,7,,,,169.523
KOS,2011,1,,,,107.749
KOS,2011,2,,,,81.837
KOS,2011,3,,,,90.585
KOS,2011,4,,,,112.116
KOS,2011,5,,,,103.87
KOS,2011,6,,,,120.058
KOS,2011,7,,,,185.811
KOS,2011,8,,,,172.81
KOS,2011,9,,,,122.949
KOS,2011,10,,,,115.071
KOS,2011,12,,,,113.157
KOS,2012,1,,,,112.961
KOS,2012,2,,,,80.196
KOS,2012,3,,,,99.54
KOS,2012,4,,,,119.484
KOS,2012,5,,,,114.14
KOS,2012,6,,,,131.983
KOS,2012,7,,,,197.331
KOS,2012,8,,,,196.047
KOS,2012,9,,,,136.59
KOS,2012,10,,,,117.935
KOS,2012,11,,,,97.923
KOS,2012,12,,,,123.004
KOS,2013,1,,,,119.714
KOS,2013,2,,,,102.217
KOS,2013,3,,,,126.132
KOS,2013,4,,,,134.272
KOS,2013,5,,,,132.61
KOS,2013,6,,,,141.1
KOS,2013,7,,,,198.443
KOS,2013,8,,,,221.196
KOS,2013,9,,,,140.005
KOS,2013,10,,,,124.943
KOS,2014,1,,,,95.327
KOS,2014,2,,,,83.154
KOS,2014,3,,,,97.293
KOS,2014,4,,,,114.757
KOS,2014,5,,,,115.025
KOS,2014,6,,,,120.614
KOS,2014,7,,,,161.709
KOS,2014,8,,,,193.446
KOS,2014,9,,,,121.103
KOS,2014,10,,,,114.268
KOS,2014,11,,,,96.867
KOS,2014,12,,,,113.709
KOS,2015,1,,,,108.611
KOS,2015,2,,,,88.28
KOS,2015,3,,,,103.54
KOS,2015,4,,,,128.125
KOS,2015,5,,,,130.483
KOS,2015,6,,,,131.949
KOS,2015,7,,,,194.59
KOS,2015,8,,,,215.47
KOS,2015,9,,,,138.196
KOS,2015,10,,,,127.737
KOS,2015,11,,,,103.918
KOS,2015,12,,,,108.507
KOS,2016,1,,,,122.217
KOS,2016,2,,,,107.961
KOS,2016,3,,,,127.25
KOS,2016,4,,,,146.134
KOS,2016,5,,,,144.504
KOS,2016,6,,,,141.179
KOS,2016,7,,,,209.053
KOS,2016,8,,,,216.972
KOS,2016,9,,,,147.357
KOS,2016,10,,,,147.892
KOS,2016,11,,,,111.635
KOS,2016,12,,,,134.792
KOS,2017,1,,,,122.844
KOS,2017,2,,,,108.27
KOS,2017,3,,,,126.225
KOS,2017,4,,,,172.339
KOS,2017,5,,,,148.212
KOS,2017,6,,,,144.424
KOS,2017,7,,,,234.139
KOS,2017,8,,,,241.56
KOS,2017,9,,,,169.524
KOS,2017,10,,,,150.366
KOS,2017,11,,,,116.84
KOS,2017,12,,,,150.393
LCA,2015,1,,,,78.403
LCA,2015,2,,,,73.365
LCA,2015,3,,,,81.894
LCA,2015,4,,,,73.693
LCA,2015,5,,,,67.987
LCA,2015,6,,,,62.428
LCA,2015,7,,,,73.587
LCA,2015,8,,,,72.543
LCA,2015,9,,,,46.368
LCA,2015,10,,,,57.23
LCA,2015,11,,,,62.152
LCA,2015,12,,,,74.278
LCA,2016,1,,,,79.122
LCA,2016,2,,,,73.773
LCA,2016,3,,,,82.398
LCA,2016,4,,,,73.784
LCA,2016,5,,,,69.626
LCA,2016,6,,,,63.701
LCA,2016,7,,,,76.984
LCA,2016,8,,,,74.098
LCA,2016,9,,,,49.57
LCA,2016,10,,,,57.655
LCA,2016,11,,,,62.783
LCA,2016,12,,,,77.202
LCA,2017,1,,,,80.934
LCA,2017,2,,,,76.592
LCA,2017,3,,,,83.742
LCA,2017,4,,,,82.537
LCA,2017,5,,,,70.337
LCA,2017,6,,,,71.532
LCA,2017,7,,,,82.949
LCA,2017,8,,,,79.909
LCA,2017,9,,,,50.184
LTU,2010,1,135.588,0.006,135.582,128.891
LTU,2010,2,126.238,0.008,126.23,120.266
LTU,2010,3,167.915,0.007,167.908,161.195
LTU,2010,4,141.447,0.005,141.442,134.967
LTU,2010,5,214.385,0.014,214.371,205.678
LTU,2010,6,241.179,,241.179,230.237
LTU,2010,7,251.326,0.145,251.181,239.337
LTU,2010,8,247.576,,247.576,237.53
LTU,2010,9,219.929,0.003,219.926,210.512
LTU,2010,10,204.246,0.024,204.222,195.839
LTU,2010,11,172.006,0.002,172.004,164.216
LTU,2010,12,160.999,0.006,160.993,154.943
LTU,2011,1,159.451,,159.451,151.828
LTU,2011,2,146.14,,146.14,139.277
LTU,2011,3,176.595,,176.595,168.362
LTU,2011,4,197.859,0.001,197.858,190.084
LTU,2011,5,254.462,,254.462,245.415
LTU,2011,6,269.354,,269.354,259.449
LTU,2011,7,277.276,0.004,277.272,266.19
LTU,2011,8,277.957,,277.957,266.9
LTU,2011,9,258.06,0.005,258.055,248.534
LTU,2011,10,247.729,0.004,247.725,240.053
LTU,2011,11,211.285,0.004,211.281,201.702
LTU,2011,12,215.823,0.008,215.815,207.291
LTU,2012,1,208.051,,208.051,208.224
LTU,2012,2,191.824,,191.824,191.94
LTU,2012,3,224.796,0.005,224.791,224.73
LTU,2012,4,246.725,0.004,246.721,246.817
LTU,2012,5,284.485,0.019,284.466,284.008
LTU,2012,6,325.816,,325.816,326.267
LTU,2012,7,338.86,0.021,338.839,338.824
LTU,2012,8,334.171,,334.171,334.066
LTU,2012,9,298.72,,298.72,298.801
LTU,2012,10,281.707,0.045,281.662,281.746
LTU,2012,11,218.118,0.011,218.107,217.454
LTU,2012,12,213.355,0.006,213.349,213.217
LTU,2013,1,208.858,,208.858,208.802
LTU,2013,2,188.677,0.005,188.672,188.87
LTU,2013,3,226.89,,226.89,226.832
LTU,2013,4,272.823,,272.823,273.279
LTU,2013,5,316.506,0.015,316.491,316.556
LTU,2013,6,349.189,0.03,349.159,349.268
LTU,2013,7,374.024,0.012,374.012,375.675
LTU,2013,8,370.828,0.01,370.818,371.904
LTU,2013,9,345.048,0.041,345.007,345.909
LTU,2013,10,343.298,0.009,343.289,344.983
LTU,2013,11,252.704,0.018,252.686,253.32
LTU,2013,12,233.513,0.008,233.505,234.308
LTU,2014,1,220.606,0.014,220.592,221.117
LTU,2014,2,201.503,,201.503,202.262
LTU,2014,3,240.029,,240.029,240.499
LTU,2014,4,314.497,,314.497,315.684
LTU,2014,5,374.149,,374.149,376.239
LTU,2014,6,390.726,0.157,390.569,392.3
LTU,2014,7,398.776,0.013,398.763,400.093
LTU,2014,8,398.92,,398.92,399.944
LTU,2014,9,364.973,,364.973,366.796
LTU,2014,10,358.264,,358.264,359.498
LTU,2014,11,274.198,0.012,274.186,274.079
LTU,2014,12,261.469,0.048,261.421,261.591
LTU,2015,1,256.974,,256.974,256.948
LTU,2015,2,240.974,,240.974,240.993
LTU,2015,3,284.033,0.006,284.027,284.073
LTU,2015,4,338.835,0.006,338.829,339.141
LTU,2015,5,398.327,,398.327,398.392
LTU,2015,6,409.294,0.036,409.258,408.928
LTU,2015,7,419.566,0.003,419.563,419.479
LTU,2015,8,434.365,0.029,434.336,434.122
LTU,2015,9,415.294,0.163,415.131,415.556
LTU,2015,10,415.821,0.012,415.809,416.057
LTU,2015,11,313.121,0.015,313.106,313.002
LTU,2015,12,300.785,0.073,300.712,300.925
LTU,2016,1,299.59,,299.59,299.619
LTU,2016,2,283.891,0.003,283.888,283.868
LTU,2016,3,330.386,0.005,330.381,330.53
LTU,2016,4,379.443,0.001,379.442,379.083
LTU,2016,5,449.543,0.119,449.424,449.636
LTU,2016,6,468.278,0.003,468.275,468.528
LTU,2016,7,472.843,0.003,472.84,472.535
LTU,2016,8,481.508,0.004,481.504,481.193
LTU,2016,9,459.864,0.01,459.854,459.801
LTU,2016,10,445.71,,445.71,445.736
LTU,2016,11,356.896,0.085,356.811,356.859
LTU,2016,12,359.609,0.146,359.463,359.694
LTU,2017,1,356.201,,356.201,356.039
LTU,2017,2,325.292,0.007,325.285,325.266
LTU,2017,3,382.151,0.002,382.149,382.038
LTU,2017,4,450.281,,450.281,450.31
LTU,2017,5,509.867,0.003,509.864,510.051
LTU,2017,6,527.185,,527.185,527.214
LTU,2017,7,408.258,0.002,408.256,407.974
LTU,2017,8,415.275,,415.275,414.657
LTU,2017,9,519.202,0.002,519.2,519.027
LTU,2017,10,529.37,0.006,529.364,528.958
LTU,2017,11,414.549,,414.549,414.39
LTU,2017,12,408.47,0.001,408.469,408.928
LTU,2018,1,406.445,,406.445,
LTU,2018,2,377.197,0.349,376.848,
LTU,2018,3,451.581,0.003,451.578,
LTU,2018,4,515.724,0.002,515.722,
LTU,2018,5,587.296,,587.296,
LTU,2018,6,610.41,0.005,610.405,
LTU,2018,7,614.984,,614.984,
LTU,2018,8,618.731,,618.731,
LTU,2018,9,584.801,0.009,584.792,
LTU,2018,10,580.99,,580.99,
LTU,2018,11,459.316,0.011,459.305,
LTU,2018,12,446.703,,446.703,
LUX,2010,1,91.56,0.073,91.487,92.601
LUX,2010,2,94.995,0.055,94.94,96.329
LUX,2010,3,119.457,0.036,119.421,116.594
LUX,2010,4,110.824,,110.824,112.233
LUX,2010,5,148.029,,148.029,150.999
LUX,2010,6,146.022,0.214,145.808,148.188
LUX,2010,7,171.422,0.061,171.361,176.404
LUX,2010,8,181.231,0.121,181.11,183.463
LUX,2010,9,160.557,0.108,160.449,162.223
LUX,2010,10,156.029,,156.029,155.762
LUX,2010,11,125.126,0.021,125.105,125.977
LUX,2010,12,108.444,0.233,108.211,109.254
LUX,2011,1,102.426,,102.426,103.447
LUX,2011,2,160.557,0.108,160.449,98.555
LUX,2011,3,123.68,0.047,123.633,124.561
LUX,2011,4,152.662,0.074,152.588,154.201
LUX,2011,5,165.305,,165.305,166.758
LUX,2011,6,162.27,,162.27,164.129
LUX,2011,7,191.173,0.101,191.072,193.375
LUX,2011,8,193.425,0.019,193.406,196.028
LUX,2011,9,176.505,,176.505,178.229
LUX,2011,10,161.359,,161.359,162.611
LUX,2011,11,125.482,,125.482,126.325
LUX,2011,12,121.936,0.217,121.719,123.012
LUX,2012,1,105.222,0.003,105.219,106.856
LUX,2012,2,113.572,0.04,113.532,115.288
LUX,2012,3,136.146,0.167,135.979,137.716
LUX,2012,4,161.565,0.004,161.561,163.57
LUX,2012,5,164.146,,164.146,166.3
LUX,2012,6,172.785,0.14,172.645,175.304
LUX,2012,7,205.105,0.034,205.071,208.061
LUX,2012,8,207.332,,207.332,210.217
LUX,2012,9,194.734,0.096,194.638,197.322
LUX,2012,10,163.337,0.137,163.2,165.178
LUX,2012,11,141.639,,141.639,143.125
LUX,2012,12,128.408,0.196,128.212,130.757
LUX,2013,1,114.824,0.003,114.821,114.232
LUX,2013,2,118.029,,118.029,119.403
LUX,2013,3,160.224,0.072,160.152,162.164
LUX,2013,4,173.688,0.23,173.458,175.093
LUX,2013,5,200.642,0.039,200.603,202.567
LUX,2013,6,202.249,0.427,201.822,204.228
LUX,2013,7,231.127,0.14,230.987,233.453
LUX,2013,8,243.204,0.158,243.046,246.327
LUX,2013,9,220.863,0.09,220.773,223.068
LUX,2013,10,201.148,0.029,201.119,202.688
LUX,2013,11,153.638,0.152,153.486,154.565
LUX,2013,12,149.691,0.204,149.487,151.293
LUX,2014,1,137.003,,137.003,138.289
LUX,2014,2,137.109,0.063,137.046,138.205
LUX,2014,3,176.868,,176.868,178.168
LUX,2014,4,212.059,0.018,212.041,214.806
LUX,2014,5,226.912,0.047,226.865,228.993
LUX,2014,6,238.155,0.081,238.074,240.755
LUX,2014,7,241.377,,241.377,244.017
LUX,2014,8,265.677,0.002,265.675,269.167
LUX,2014,9,238.743,0.067,238.676,241.199
LUX,2014,10,218.157,0.068,218.089,219.865
LUX,2014,11,173.497,0.141,173.356,174.694
LUX,2014,12,168.409,0.123,168.286,170.187
LUX,2015,1,141.553,0.04,141.513,142.839
LUX,2015,2,149.261,,149.261,150.276
LUX,2015,3,177.748,0.121,177.627,179.052
LUX,2015,4,233.869,0.064,233.805,236.21
LUX,2015,5,248.165,0.047,248.118,250.589
LUX,2015,6,244.206,0.042,244.164,246.612
LUX,2015,7,269.176,0.055,269.121,271.905
LUX,2015,8,290.356,,290.356,295.0
LUX,2015,9,263.799,0.155,263.644,266.271
LUX,2015,10,243.72,0.205,243.515,245.433
LUX,2015,11,198.946,,198.946,200.413
LUX,2015,12,190.952,0.232,190.72,192.752
LUX,2016,1,165.143,,165.143,166.623
LUX,2016,2,181.066,0.041,181.025,182.387
LUX,2016,3,228.582,0.199,228.383,230.716
LUX,2016,4,260.311,0.043,260.268,262.538
LUX,2016,5,272.85,,272.85,275.613
LUX,2016,6,262.18,0.042,262.138,264.534
LUX,2016,7,294.609,0.225,294.384,298.0
LUX,2016,8,295.591,,295.591,299.388
LUX,2016,9,284.488,0.003,284.485,287.368
LUX,2016,10,277.679,0.001,277.678,279.914
LUX,2016,11,229.082,0.015,229.067,230.707
LUX,2016,12,232.661,0.103,232.558,235.053
LUX,2017,1,203.264,0.097,203.167,205.12
LUX,2017,2,207.438,,207.438,208.989
LUX,2017,3,241.937,0.04,241.897,243.807
LUX,2017,4,316.249,,316.249,319.359
LUX,2017,5,318.151,0.302,317.849,321.16
LUX,2017,6,335.699,0.002,335.697,338.979
LUX,2017,7,356.763,0.007,356.756,355.958
LUX,2017,8,354.773,0.153,354.62,359.343
LUX,2017,9,345.807,0.174,345.633,349.253
LUX,2017,10,327.836,0.037,327.799,330.396
LUX,2017,11,269.178,0.104,269.074,271.24
LUX,2017,12,277.635,0.183,277.452,280.484
LUX,2018,1,237.521,0.181,237.34,
LUX,2018,2,240.671,0.074,240.597,
LUX,2018,3,297.386,0.101,297.285,
LUX,2018,4,353.19,0.024,353.166,
LUX,2018,5,372.944,0.09,372.854,
LUX,2018,6,363.841,,363.841,
LUX,2018,7,392.348,0.03,392.318,
LUX,2018,8,391.126,0.08,391.046,
LUX,2018,9,379.181,,379.181,
LUX,2018,10,367.383,,367.383,
LUX,2018,11,298.653,,298.653,
LUX,2018,12,294.56,0.177,294.383,
LVA,2010,1,296.334,,296.334,297.829
LVA,2010,2,271.425,0.038,271.387,271.955
LVA,2010,3,343.938,0.019,343.919,344.602
LVA,2010,4,296.259,0.041,296.218,296.43
LVA,2010,5,409.865,,409.865,410.423
LVA,2010,6,472.48,,472.48,473.388
LVA,2010,7,520.701,,520.701,520.856
LVA,2010,8,517.741,,517.741,518.644
LVA,2010,9,453.749,,453.749,454.045
LVA,2010,10,428.135,0.002,428.133,428.891
LVA,2010,11,322.478,0.073,322.405,322.887
LVA,2010,12,322.793,0.121,322.672,323.522
LVA,2011,1,301.06,0.022,301.038,301.298
LVA,2011,2,278.002,0.078,277.924,278.663
LVA,2011,3,358.79,0.036,358.754,359.669
LVA,2011,4,434.357,0.026,434.331,434.755
LVA,2011,5,478.161,0.006,478.155,478.423
LVA,2011,6,531.55,0.103,531.447,532.101
LVA,2011,7,567.419,0.001,567.418,568.271
LVA,2011,8,547.782,,547.782,548.797
LVA,2011,9,480.465,,480.465,481.562
LVA,2011,10,449.567,0.13,449.437,450.599
LVA,2011,11,335.079,,335.079,335.491
LVA,2011,12,336.128,0.016,336.112,337.297
LVA,2012,1,316.624,,316.624,317.135
LVA,2012,2,285.398,0.044,285.354,286.173
LVA,2012,3,345.849,,345.849,346.896
LVA,2012,4,395.847,,395.847,397.016
LVA,2012,5,423.411,,423.411,424.063
LVA,2012,6,470.617,,470.617,472.292
LVA,2012,7,510.106,,510.106,512.208
LVA,2012,8,496.021,0.004,496.017,497.259
LVA,2012,9,446.674,,446.674,447.869
LVA,2012,10,412.979,0.026,412.953,413.802
LVA,2012,11,321.931,,321.931,323.128
LVA,2012,12,329.073,0.258,328.815,329.923
LVA,2013,1,311.273,0.009,311.264,312.04
LVA,2013,2,281.77,0.128,281.642,282.625
LVA,2013,3,353.815,,353.815,354.397
LVA,2013,4,396.36,0.003,396.357,397.6
LVA,2013,5,439.029,0.134,438.895,439.597
LVA,2013,6,483.846,0.003,483.843,485.69
LVA,2013,7,515.406,,515.406,516.549
LVA,2013,8,493.887,,493.887,494.6
LVA,2013,9,437.888,,437.888,439.644
LVA,2013,10,412.213,0.001,412.212,412.795
LVA,2013,11,329.092,,329.092,330.148
LVA,2013,12,327.678,,327.678,328.334
LVA,2014,1,308.448,,308.448,309.021
LVA,2014,2,275.75,0.069,275.681,276.099
LVA,2014,3,331.701,,331.701,332.193
LVA,2014,4,397.08,,397.08,398.118
LVA,2014,5,425.332,0.048,425.284,426.325
LVA,2014,6,486.863,,486.863,488.851
LVA,2014,7,513.811,,513.811,515.058
LVA,2014,8,507.467,,507.467,508.82
LVA,2014,9,448.863,,448.863,449.792
LVA,2014,10,418.54,,418.54,419.413
LVA,2014,11,345.5,0.028,345.472,346.207
LVA,2014,12,342.927,,342.927,344.241
LVA,2015,1,319.462,0.018,319.444,320.991
LVA,2015,2,294.333,0.038,294.295,295.057
LVA,2015,3,369.701,,369.701,371.104
LVA,2015,4,407.212,,407.212,408.275
LVA,2015,5,464.323,,464.323,465.782
LVA,2015,6,514.698,,514.698,516.308
LVA,2015,7,552.644,0.113,552.531,555.687
LVA,2015,8,546.332,,546.332,548.112
LVA,2015,9,469.108,0.002,469.106,470.355
LVA,2015,10,446.661,,446.661,448.376
LVA,2015,11,380.326,0.003,380.323,382.236
LVA,2015,12,381.056,,381.056,382.141
LVA,2016,1,352.601,0.22,352.381,353.93
LVA,2016,2,334.73,0.006,334.724,336.219
LVA,2016,3,414.207,,414.207,415.357
LVA,2016,4,421.484,0.001,421.483,422.155
LVA,2016,5,475.231,,475.231,476.6
LVA,2016,6,519.845,0.017,519.828,522.584
LVA,2016,7,555.092,0.001,555.091,556.303
LVA,2016,8,557.813,0.021,557.792,559.057
LVA,2016,9,493.663,0.082,493.581,494.729
LVA,2016,10,476.052,0.011,476.041,477.399
LVA,2016,11,383.505,0.016,383.489,385.505
LVA,2016,12,399.937,0.599,399.338,403.303
LVA,2017,1,368.759,0.013,368.746,369.666
LVA,2017,2,343.039,0.04,342.999,344.509
LVA,2017,3,418.807,0.015,418.792,419.337
LVA,2017,4,486.257,,486.257,489.996
LVA,2017,5,526.446,0.486,525.96,528.144
LVA,2017,6,592.244,0.886,591.358,595.499
LVA,2017,7,643.759,1.16,642.599,646.268
LVA,2017,8,642.332,1.178,641.154,644.103
LVA,2017,9,568.623,0.685,567.938,570.062
LVA,2017,10,552.216,0.63,551.586,553.396
LVA,2017,11,460.573,0.532,460.041,461.394
LVA,2017,12,474.799,0.71,474.089,475.701
LVA,2018,1,441.701,0.849,440.852,
LVA,2018,2,403.849,0.64,403.209,
LVA,2018,3,504.089,0.698,503.391,
LVA,2018,4,568.391,0.71,567.681,
LVA,2018,5,633.929,0.882,633.047,
LVA,2018,6,684.229,0.937,683.292,
LVA,2018,7,737.562,1.142,736.42,
LVA,2018,8,733.741,1.379,732.362,
LVA,2018,9,658.881,0.988,657.893,
LVA,2018,10,643.939,0.982,642.957,
LVA,2018,11,510.742,0.815,509.927,
LVA,2018,12,516.028,0.595,515.433,
MAC,2014,1,,,,422.434
MAC,2014,2,,,,420.229
MAC,2014,3,,,,447.012
MAC,2014,4,,,,451.243
MAC,2014,5,,,,435.387
MAC,2014,6,,,,438.873
MAC,2014,7,,,,492.885
